"Department","Department_Name","Division","Gender","Base Salary","Overtime Pay","Longevity Pay","Grade"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$126,754","$7,579.51","2,131.4","B2"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$56,561","$5,761.14",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$56,561","$4,993.93",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 12","F","$60,592","$10,770.9",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$63,623","$21,681.06",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$65,849","$22,191.8",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$56,290","$4,665.12",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$60,592","$35,004.32",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$60,592","$14,278.28",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$60,592","$8,726.4",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$70,540","$9,779.11",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$70,540","$16,523.15",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$70,540","$13,662.69",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$83,122","$8,154.08",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$64,910","$4,561.73",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$68,154","$47,062.99",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$68,154","$4,523.93",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$68,154","$4,868.58",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$102,180","$7,356.47",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$92,895","$46,744.95","1,531.49","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$102,180","$57,586.99",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$126,754","$48,650.82","2,090.4","B2"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$102,180","$14,264.1",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$74,487","$18,478.97",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$75,567","$19,080.46",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","F","$75,567","$7,777.54",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$75,567","$29,808.46",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$75,567",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$70,540","$48,276.83",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 12","F","$86,030","$19,392.6",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$86,030","$78,723.62",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 12","M","$65,849","$18,243.18",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$126,754","$50,599.53",,"B2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","F","$126,754","$12,683.13","2,049.32","B2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$121,879","$4,051.32","4,334.73","B2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$56,561","$88.25",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$56,561",,,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$60,592","$15,803.01",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$60,592","$15,027.86",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$64,910",,,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$92,895","$249.64",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$92,895",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$85,476","$5,571.38",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$92,895","$22,794.87","1,560.89","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$126,754","$9,798.96","2,090.36","B2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$92,895",,"1,531.49","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$102,180","$37,510.41",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$102,180","$1,120.35",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$92,895","$7,022.76",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$102,180","$21,969.57",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$74,487",,,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$78,211","$47.01",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$74,487","$18,894.95",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$74,487","$537.18",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 11","M","$85,476",,,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$102,180","$101,365.92","1,426.39","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$102,180","$33,120.72","1,685.21","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$98,724","$64,993.41",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$112,408","$40,417.4",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$126,754","$41,503.86",,"B2"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$126,754","$58,618.19","1,769.36","B2"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$62,714","$18,231.07",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 10","F","$68,154","$6,492.83",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$64,910","$14,510.05",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$126,754","$49,926.89","2,090.4","B2"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$102,180","$44,283.56","1,685.21","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$92,895","$33,220.3","1,531.49","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$112,408","$57,303.98",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$92,895","$47,562.94",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$92,895","$47,463.63",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$92,895","$13,408.72","1,560.89","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$102,180",,"3,428.56","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$112,408","$14,982.39","3,771.84","B1"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$78,211","$580.88",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$74,487","$7,787.73",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$78,211","$39,306.78",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$78,211","$10,327.28",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$64,910","$14,495.4",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$80,948","$53,420.38",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$78,211","$30,971.32",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$78,211","$2,946.12",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$78,211","$26,495.21",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$102,180","$24,310.22","1,718.28","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$92,895","$20,364.7",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$92,895","$58,334.87",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$88,470","$5,383.93",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$92,895",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$56,561","$8,965.96",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","F","$56,561","$1,110.91",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$56,561","$1,115.83",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$56,561","$11,240.14",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$60,592","$1,799.97",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$60,592","$14,311.83",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$63,623","$4,977.7",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$60,592","$21,034.04",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$63,623","$12,117.04",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$60,592","$42,718.14",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$65,849","$35,128.66",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$60,592","$10,361.25",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$60,592","$17,861.49",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$60,592","$28,820.31",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$60,592","$810.61",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$60,592","$11,646.61",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$70,540","$60,236.71",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$70,540","$26,363.99",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$83,122","$40,766.15",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$71,968","$136.46",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$102,180","$10,950.19",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$92,895","$77,767.95","1,531.49","F3"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$102,180","$742.32","3,428.07","F4"
"FRS","Fire and Rescue Services","FRS 45 Station 1","F","$126,754","$40,159.8",,"B2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$95,384","$40,646.5",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$102,180","$5,863.5",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$126,754","$20,589.61",,"B2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$75,567","$21,948.89",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$58,542","$27,382.48",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$86,030","$25,026.55",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$126,754","$5,580.39","2,090.4","B2"
"FRS","Fire and Rescue Services","FRS 45 Special Operations","F","$160,513",,"5,385.04","B4"
"FRS","Fire and Rescue Services","FRS 45 Special Operations","M","$102,180","$68,767.87","1,684.64","F4"
"FRS","Fire and Rescue Services","FRS 45 Special Operations","M","$145,932",,"4,896.4","B3"
"FRS","Fire and Rescue Services","FRS 45 Special Operations","M","$145,932",,"2,379.11","B3"
"FRS","Fire and Rescue Services","FRS 45 Self Contained Breathing Apparatus (SCBA) Shop","M","$113,091",,,"N25"
"FRS","Fire and Rescue Services","FRS 45 Self Contained Breathing Apparatus (SCBA) Shop","M","$68,130","$932.63",,"14"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$126,754","$68,463.24","2,090.36","B2"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$112,408","$1,274.36","1,283.71","B1"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$104,935","$2,749.39",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$112,408","$26,563.95",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$91,440","$4,555.62",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$91,440","$195.89",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$97,956","$31,921.47",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$144,309.53","$30,157.6",,"B3"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$126,754","$33,168.15",,"B2"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$145,932",,"4,895.76","B3"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$145,932",,"4,799.64","B3"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$108,608","$16,376.82",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$112,408","$1,994.79",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Second Battalion - Administration","M","$94,642","$24,202.97",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Scheduling","M","$102,180","$46,761.12",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Scheduling","M","$102,180","$2,112.52",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Scheduling","F","$102,180","$42,761.72","3,428.07","F4"
"FRS","Fire and Rescue Services","FRS 45 Safety","M","$126,754","$179,547.65","4,252.64","B2"
"FRS","Fire and Rescue Services","FRS 45 Safety","M","$126,754","$103,974.14","2,049.32","B2"
"FRS","Fire and Rescue Services","FRS 45 Safety","M","$126,754","$25,036.07",,"B2"
"FRS","Fire and Rescue Services","FRS 45 Safety","M","$160,513","$672.27","5,385.04","B4"
"FRS","Fire and Rescue Services","FRS 45 Safety","M","$126,754","$82,080.75",,"B2"
"FRS","Fire and Rescue Services","FRS 45 Rescue 2","M","$92,895","$17,185.81",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Rescue 2","M","$56,561","$8,064.09",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Rescue 2","M","$62,714","$29,189.94",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Rescue 2","M","$88,470","$25,523.3","1,458.56","F2"
"FRS","Fire and Rescue Services","FRS 45 Rescue 2","M","$98,724","$49,722.3",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Rescue 2","M","$88,470","$32,106.85",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Rescue 2","M","$84,401",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Rescue 2","M","$63,623","$14,101.31",,"F3"
"FRS","Fire and Rescue Services","FRS 45 Rescue 2","M","$126,754","$106,264","4,252.64","B2"
"FRS","Fire and Rescue Services","FRS 45 Rescue 2","M","$102,180","$81,947.64",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Rescue 1","M","$102,180","$434.62",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Rescue 1","M","$64,910","$52,025.88",,"F2"
"FRS","Fire and Rescue Services","FRS 45 Recruiting","M","$145,932",,"2,406.56","B3"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$69,225","$13,729.26",,"F1"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$50,044",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$52,046",,,"F1"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$52,046",,,"F1"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$48,942",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","F","$48,942",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$48,942",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$50,044",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$48,942",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$48,942",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","F","$48,942",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$48,942",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$48,942",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$48,942",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Recruit Training","M","$79,231",,,"F3"
"FRS","Fire and Rescue Services","FRS 45 Property and Supply Section","F","$148,607",,,"M3"
"FRS","Fire and Rescue Services","FRS 45 Property and Supply","M","$78,103","$832.73",,"17"
"FRS","Fire and Rescue Services","FRS 45 Property and Supply","M","$46,043.7","$1,150.64",,"7"
"FRS","Fire and Rescue Services","FRS 45 Property and Supply","M","$160,513",,"5,385.04","B4"
"FRS","Fire and Rescue Services","FRS 45 Property and Supply","M","$74,339.5",,,"N17"
"FRS","Fire and Rescue Services","FRS 45 Property and Supply","M","$62,239","$2,848.94",,"12"
"FRS","Fire and Rescue Services","FRS 45 Procurement","F","$134,000",,,"M3"
"FRS","Fire and Rescue Services","FRS 45 Procurement","F","$81,770",,"4,933.6","18"
"FRS","Fire and Rescue Services","FRS 45 Procurement","F","$74,614",,"775.44","16"
"FRS","Fire and Rescue Services","FRS 45 Procurement","F","$74,614",,"4,497.76","16"
"FRS","Fire and Rescue Services","FRS 45 Procurement","M","$125,583.6",,,"M3"
"FRS","Fire and Rescue Services","FRS 45 Procurement","F","$74,614",,"4,497.76","16"
"FRS","Fire and Rescue Services","FRS 45 Planning and Accreditation","F","$118,509",,"3,532.8","26"
"FRS","Fire and Rescue Services","FRS 45 Planning and Accreditation","F","$128,949.03",,,"M3"
"FRS","Fire and Rescue Services","FRS 45 Operations Division","M","$144,309.53",,"4,677.68","B3"
"FRS","Fire and Rescue Services","FRS 45 Operations Division","F","$139,428.06",,,"B3"
"FRS","Fire and Rescue Services","FRS 45 Operations Division","M","$181,997",,"6,106","B6"
"FRS","Fire and Rescue Services","FRS 45 Logistics","F","$81,770",,,"N18"
"FRS","Fire and Rescue Services","FRS 45 Length of Service Awards Program","M","$78,940.77","$69,131.22",,"21"
"FRS","Fire and Rescue Services","FRS 45 Internal Affairs","F","$74,614",,"4,497.76","16"
"FRS","Fire and Rescue Services","FRS 45 Internal Affairs","M","$103,782.87",,,"N25"
"FRS","Fire and Rescue Services","FRS 45 Internal Affairs","M","$138,550.17",,,"M3"
"FRS","Fire and Rescue Services","FRS 45 Human Resources Division","M","$181,997",,"6,106","B6"
"FRS","Fire and Rescue Services","FRS 45 Human Resources Division","F","$62,669.46",,,"N18"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$104,935","$200.54",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$137,231",,"1,127.82","B3"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$112,408","$64,632.37",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$126,754","$24,894.31","1,927.05","B2"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$97,956","$14,523.07",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$145,932",,"2,360.33","B3"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$112,408","$90,108.63",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","F","$145,932",,"2,332.4","B3"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","F","$112,408","$98,698.14","1,889.57","B1"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$104,935","$27,173.12",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$139,429.58","$17,041.72",,"B3"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$97,956","$36,576.73",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$97,956","$30,198.49",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fourth Battalion - Administration","M","$105,707",,,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fleet Support","F","$93,895",,"5,672","21"
"FRS","Fire and Rescue Services","FRS 45 Fleet Support","F","$81,770","$58.91","1,621.6","N18"
"FRS","Fire and Rescue Services","FRS 45 Fleet Support","F","$140,000",,,"M3"
"FRS","Fire and Rescue Services","FRS 45 Fleet Support","M","$148,607",,,"M3"
"FRS","Fire and Rescue Services","FRS 45 Fleet Support","M","$107,934","$28,299.48",,"N24"
"FRS","Fire and Rescue Services","FRS 45 Fleet Support","M","$85,615",,"2,545.76","19"
"FRS","Fire and Rescue Services","FRS 45 Fleet Support","M","$78,103","$5,753.27",,"17"
"FRS","Fire and Rescue Services","FRS 45 Fleet Support","M","$78,103","$26,432.71",,"17"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$77,918.9","$7,818.56",,"20"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$81,865.56",,,"20"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$129,788.64",,,"M3"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$73,684","$5,429.37",,"16"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$71,184","$5,822.58",,"16"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$59,000","$255.3",,"20"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$87,843","$29,148.35",,"23"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$89,653","$12,952.37",,"20"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$103,034","$26,179.14",,"23"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$84,369.07","$22,544.65",,"20"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$103,034","$42,065.51",,"23"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$86,336.39","$375.99",,"20"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$66,569.76","$4,304.3",,"20"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$83,416.8","$16,709.08",,"20"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$103,034","$21,031.95",,"23"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$84,730.86","$11,987.15",,"20"
"FRS","Fire and Rescue Services","FRS 45 Fleet Operations","M","$84,730.86","$909.46",,"20"
"FRS","Fire and Rescue Services","FRS 45 Fiscal Management Division","M","$171,540",,,"M2"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$126,754","$46,489.61",,"B2"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$108,608","$16,655.55",,"B1"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$112,408","$39,152.69",,"B1"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$145,932","$59.02","4,991.88","B3"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$108,608","$20,060.23",,"B1"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$91,440","$47,646",,"B1"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$108,608","$31,125.62",,"B1"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$97,956","$33,484.1",,"B1"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$145,932",,"4,799.64","B3"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$126,754","$42,798.39",,"B2"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$126,754","$50,059.26","2,089.84","B2"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$144,309.53",,"2,360.67","B3"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$112,408","$38,151.61",,"B1"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$91,440","$4,748.89",,"B1"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$97,956","$21,258.48",,"B1"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$94,642","$12,667.97",,"B1"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$108,608","$6,851.9",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fire Chief's Executive Office","M","$77,823.02",,,"N18"
"FRS","Fire and Rescue Services","FRS 45 Fire Chief's Executive Office","M","$148,607",,,"M3"
"FRS","Fire and Rescue Services","FRS 45 Fire Chief's Executive Office","F","$160,513",,"5,385.04","B4"
"FRS","Fire and Rescue Services","FRS 45 Fire Chief's Executive Office","M","$113,091",,"2,247.68","N25"
"FRS","Fire and Rescue Services","FRS 45 Fire Chief's Executive Office","F","$81,770",,,"N18"
"FRS","Fire and Rescue Services","FRS 45 Fire Chief","M","$218,000",,,"EX1"
"FRS","Fire and Rescue Services","FRS 45 Fire and Rescue Occupational Medical Services","M","$145,932",,"4,799.64","B3"
"FRS","Fire and Rescue Services","FRS 45 Fire and Rescue Occupational Medical Services","M","$126,754","$48,557.53",,"B2"
"FRS","Fire and Rescue Services","FRS 45 Fire and Explosive Investigations","M","$112,408","$32,070.5","1,854.14","B1"
"FRS","Fire and Rescue Services","FRS 45 Fire and Explosive Investigations","M","$112,408","$47,863.91","1,854.14","B1"
"FRS","Fire and Rescue Services","FRS 45 Fire and Explosive Investigations","M","$112,408","$19,559.09","1,854.14","B1"
"FRS","Fire and Rescue Services","FRS 45 Fire and Explosive Investigations","M","$102,180","$4,798.6",,"F4"
"FRS","Fire and Rescue Services","FRS 45 Fire and Explosive Investigations","M","$112,408","$3,604.84",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fire and Explosive Investigations","M","$112,408","$102,776.65",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fire and Explosive Investigations","F","$126,754","$4,111.3",,"B2"
"FRS","Fire and Rescue Services","FRS 45 Fire and Explosive Investigations","M","$126,754","$61,606.14",,"B2"
"FRS","Fire and Rescue Services","FRS 45 Fire and Explosive Investigations","M","$112,408","$59,445.62","3,770.83","B1"
"FRS","Fire and Rescue Services","FRS 45 Fire and Explosive Investigations","M","$126,754","$93,072.26","4,252.64","B2"
"FRS","Fire and Rescue Services","FRS 45 Fire and Explosive Investigations","M","$126,754","$49,316.73","2,090.5","B2"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$112,408","$31,051.85",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$91,440","$4,166.03",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$112,408","$16,420.92","1,824.03","B1"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$145,932",,"4,799.64","B3"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$144,309.53",,"2,060.42","B3"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$112,408","$18,425.66",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$112,408","$5,310.54",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$112,408","$21,880.02",,"B1"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$126,754","$53,300.58","4,334.73","B2"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$112,408","$50,732.33",,"B1"
